Date,Name,Ratings,Dugan Ratings,Name.1,Year,Name.2,Review,Name.3,Liked
06/20/2023,(500) Days of Summer,4.0,8.0,(500) Days of Summer,2009,10 Things I Hate About You,That was a really confusing way for Joey to gift Kat a guitar,(500) Days of Summer,Yes
07/08/2025,10 Things I Hate About You,3.5,7.0,10 Things I Hate About You,1999,12 Angry Men,"Ranking Angry Men:
 #7 No one cares about your baseball game, did help with the fan though 
#10 Racist :(, was the reason for the best scene though 
#1 Ain’t no way you keep everything cordial but have no talking points the entire time??
#2 Gives sidekick energy, called racist man friend 
#12 Loves talking about his corporate job, has a nice story arch though
#5 Mid tier, gonna be the only one I forget from this movie 
#3 Maybe beats son :(, but has the best performance by far (So angry) 
#8 Observant about glasses, very cute grandpa 
#7 Likes to say “I don’t know”, but is the reason for the movie 
#6 Want to grab a beer with him, has my favorite line of the movie 
#4 Maybe sweats?, convinced this is how my rationale would go if I was there 
#11 goated, tells baseball man he sucks :)",10 Things I Hate About You,Yes
06/20/2023,Chip 'n Dale: Rescue Rangers,2.5,5.0,Batman Begins,2005,Greedy People,"Joseph Gordon Levitt should play more villains?? 
Also this drops all the comedy second half like it’s Mulan coming across the burned village",Inside Out 2,Yes
07/27/2023,City Slickers,2.5,5.0,Batman Forever,1995,Gremlins,I’d give up bacon and games for Gizmo,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Yes
07/19/2025,City of God,4.0,8.0,Batman Returns,1992,Halloween,"Music is banging, caught myself head bobbing during multiple kill scenes. Also that shot where he comes out of the door shadow, chef kiss",Interstellar,Yes
03/26/2025,Clueless,4.0,8.0,Batman v Superman: Dawn of Justice,2016,Halloweentown,"There was not a single monster looking excited to join the mayor’s evil plan, how’d this guy get elected?",Into the Wild,Yes
04/27/2021,Coco,4.0,8.0,Batman: Assault on Arkham,2014,Hamnet,Some beautiful moments but it didn’t hit me like I thought it was going to. Jessie Buckley does deserve to be sweeping though,Iron Man,Yes
02/28/2025,Collateral,4.0,8.0,Batman: Mask of the Phantasm,1993,Happy Gilmore 2,John Daly saving a nostalgia bait cameo fest,Isle of Dogs,Yes
05/08/2025,Come and See,3.0,6.0,"Batman: The Dark Knight Returns, Part 1",2012,Harry Potter and the Goblet of Fire,Technically HP 1-4 was on today in the background but watched this one all the way through. Would recommend if there’s another blizzard,It's Such a Beautiful Day,Yes
01/15/2026,Companion,3.5,7.0,"Batman: The Dark Knight Returns, Part 2",2013,Heat,"#1000

This milestone had to be celebrated with one I’ve been putting off for years. Pairing Pacino and De Niro with this story is enough for a great movie, but the script and characters make this stand with some of the other 2.5+ hour epics. 

How can you not love da movies",Jay Kelly,Yes
03/05/2025,Conan the Barbarian,3.0,6.0,Batman: The Killing Joke,2016,Hit Man,It might being super predictable but the dialog is fantastic so. If I can’t have both I’ll definitely choose this alternative.,Jingle All the Way,Yes
02/24/2025,Conclave,4.0,8.0,Beast of War,2025,Hocus Pocus,"I am so sorry Bette Midler, I was not familiar with your game",Jojo Rabbit,Yes
09/28/2023,"Crazy, Stupid, Love.",4.0,8.0,Beauty and the Beast,2017,Hoodwinked!,Granny would beat up Lorax grandmom so badly,KPop Demon Hunters,Yes
01/09/2026,Daisies,0.5,1.0,Beauty and the Beast,1991,How the Grinch Stole Christmas,"I can’t think of a movie that has been carried harder by a performance, Jim Carrey is 1 of 1",Kiki's Delivery Service,Yes
03/02/2025,Date Movie,1.0,2.0,Beavis and Butt-Head Do America,1996,How to Train Your Dragon,"This is 30 minutes longer than the original?? Where though, da credits?",King Richard,Yes
11/01/2023,Day Shift,0.5,1.0,Bee Movie,2007,Howl's Moving Castle,Justice for Scarecrow,Kingsman: The Secret Service,Yes
01/16/2026,Dazed and Confused,3.5,7.0,Beetlejuice,1988,Hundreds of Beavers,Charlie Chaplin wishes he could’ve made this,Klaus,Yes
04/27/2021,Dead Poets Society,3.0,6.0,Belfast,2021,I'm Still Here,But.. but they’re so happy in the beginning,Kung Fu Panda,Yes
04/27/2021,Deadpool,3.5,7.0,Beneath the Planet of the Apes,1970,Ichi the Killer,I’m convinced they designed characters’ costumes first and then made the story somehow fit.,Kung Fu Panda 2,Yes
08/20/2024,Deadpool & Wolverine,3.5,7.0,Between the Temples,2024,If I Had Legs I'd Kick You,"Can’t wait to watch Hamnet cause Rose is supposed to lose to Jessie Buckley?👀 What a bad movie for my blood pressure, can’t wait to never watch again",La La Land,Yes
04/27/2021,Deadpool 2,3.0,6.0,Big,1988,In Time,The 1v1 “fight” scene with the minutemen is so dumb and funny,Little Miss Sunshine,Yes
10/16/2025,Death of a Unicorn,1.5,3.0,Big Daddy,1999,Inside Moves,Why everybody touching each other in this? You can say a line without grabbing their shoulder,Logan,Yes
04/27/2021,Django Unchained,3.5,7.0,Big Hero 6,2014,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,"Oh no, not a volcano!! *funky beat drop*",Look Back,Yes
04/27/2021,Doctor Strange,3.5,7.0,Billy Elliot,2000,Interstellar,Oh no I’m basic,Looper,Yes
06/20/2023,Doctor Strange in the Multiverse of Madness,3.0,6.0,Billy Madison,1995,Isle of Dogs,The first pro-gossip movie ever made?,Lost in Translation,Yes
08/22/2025,DodgeBall: A True Underdog Story,3.5,7.0,Bird on a Wire,1990,It's Alive,There’s gotta be a good 70s horror I’ve never heard of right?,"Love, Simon",Yes
07/22/2025,Dog Day Afternoon,3.5,7.0,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,It's What's Inside,Convinced this would be fun if it wasn’t with these psychopaths,Léon: The Professional,Yes
06/20/2023,Don't Look Up,3.0,6.0,Black Bag,2025,Jay Kelly,"Surprise of 2025 for me, was not expecting to love this going in, but was very surprised how invested I was in these characters. Especially Sandler, written so well and performed Oscar nominations worthy👀",Mad God,Yes
10/29/2025,Don't Look in the Basement,1.0,2.0,Black Mirror: Be Right Back,2013,Jojo Rabbit,"Perfect, no notes. Like a devastating, warm hug",Mad Max: Fury Road,Yes
12/01/2025,Don't Worry Darling,3.0,6.0,Black Mirror: Metalhead,2017,KPop Demon Hunters,Imagine going to see your favorite band and they get murdered on stage,Manhunter,Yes
07/20/2025,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,3.0,6.0,Black Mirror: Nosedive,2016,Kiki's Delivery Service,How is every single character likable and charming.. classic Ghibli,Marriage Story,Yes
06/20/2023,Dracula vs. Frankenstein,0.5,1.0,Black Mirror: Playtest,2016,Kill Bill: Vol. 2,Tarantino studied yapology for this one,Marty Supreme,Yes
06/20/2023,Drive,3.5,7.0,Black Mirror: Shut Up and Dance,2016,Killer's Kiss,"The Killing is a significant ramping up for Kubrick in everything after this, pace, story, characters. Surprisingly nice cinematography though",Mary and Max,Yes
02/27/2024,Drive-Away Dolls,3.0,6.0,Black Mirror: The Entire History of You,2011,King of New York,"Really wished I liked this more, could’ve used another 15 minutes (or be directed my Michael Mann👀). Laurence Fishburne absolutely steals the show though, what a fun performance",Megamind,Yes
10/06/2025,Duck Soup,3.0,6.0,Black Mirror: USS Callister,2017,Klute,"This was nominated for best screenplay? Romance is forced, mystery is never satisfying, and it’s filmed like a horror movie for some reason.",Memento,Yes
06/20/2023,Dune,2.0,4.0,Black Mirror: White Bear,2013,Krampus,More like Crap-Piss,"Monsters, Inc.",Yes
03/04/2024,Dune: Part Two,4.5,9.0,Black Mirror: White Christmas,2014,Labyrinth,"Made David Bowie into a creep going after a 15 year old. Bad movie, don’t do that. Also Gonzo clears every character in this easily, and he’s like maybe top 5 muppet",My Big Fat Greek Wedding,Yes
01/01/2024,Dungeons & Dragons: Honor Among Thieves,4.0,8.0,Black Panther,2018,Laserblast,Michael Bay’s wet dream,My Neighbor Totoro,Yes
04/27/2021,Dunkirk,3.0,6.0,Black Widow,2021,Legend,"Worst Tom Cruise performance, awful characters, bad action, but Tim Curry has never looked or sounded cooler. He never fails to be the best part of a movie",Network,Yes
11/18/2025,Edward Scissorhands,3.0,6.0,BlackBerry,2023,Lightyear,"Quality nose dives once the ragtag crew shows up, Sox is more than enough",Nickel Boys,Yes
07/02/2025,Elemental,2.5,5.0,Blackenstein,1973,Little Miss Sunshine,Same casting director as Breaking Bad?,Number 24,Yes
01/25/2026,Elio,3.0,6.0,Blades of Glory,2007,Look Back,All that in 59 minutes?? Based off runtime it’s the best black mirror episode there is,Ocean's Eleven,Yes
01/31/2025,Emilia Pérez,2.5,5.0,Blazing Saddles,1974,Looper,Christopher Nolan if he didn’t make me rethink everything after watching.,Office Space,Yes
06/20/2023,Encanto,3.0,6.0,Blood & Gold,2023,Lord of War,No one can convince me Nick Cage is getting with someone in every country,Oldboy,Yes
04/27/2021,Eternal Sunshine of the Spotless Mind,3.0,6.0,Blow Out,1981,Lost in Translation,"Should’ve known this was gonna be fantastic, it’s Cha Cha Real Smooth but somehow more problematic",One Battle After Another,Yes
07/27/2023,Eurovision Song Contest: The Story of Fire Saga,1.0,2.0,Blue Moon,2025,Love & Mercy,Paul Giamatti super villain reminded me of Gary Oldman in Leon,Oppenheimer,Yes
12/29/2025,Everybody Wants Some!!,4.0,8.0,Blue Ruin,2013,Léon: The Professional,Gary Oldman is evil Jim Carey in this,Ordinary People,Yes
07/02/2025,F1,4.5,9.0,Bo Burnham: Inside,2021,Mad God,"Craziest shit I’ve ever seen and nothing comes close. Never runs out of ideas, no matter how weird or messed up they are",Over the Garden Wall,Yes
08/01/2025,Face/Off,4.0,8.0,Bo Burnham: The Inside Outtakes,2022,Manhunter,Perfect first half. Was convinced this was gonna be perfect going into the 3rd act but it couldn’t deliver. Another reason to love Brian Cox though,Paper Moon,Yes
04/27/2021,Fantastic Mr. Fox,3.5,7.0,Bob Trevino Likes It,2024,Manos: The Hands of Fate,What a terrible movie… can’t wait to make it a drinking game,Paths of Glory,Yes
06/20/2023,Fast Times at Ridgemont High,3.0,6.0,Bohemian Rhapsody,2018,Marty Supreme,"Sweating for 2 and a half hours watching this, was as tired as a 5k",Poor Things,Yes
04/27/2021,Fight Club,3.0,6.0,Bolt,2008,Mary and Max,Ain’t no way they got me tearing up over claymation☹️,Porco Rosso,Yes
08/03/2025,Five Corners,1.0,2.0,Bone Tomahawk,2015,Memento,Goddamnit Nolan.. I knew the twist before and he still blew my mind with who he actually is,Pulp Fiction,Yes
11/01/2023,Five Nights at Freddy's,1.5,3.0,Booksmart,2019,Mickey 17,I’m gonna see Ruffulo’s teeth in my dreams for awhile,Punch-Drunk Love,Yes
07/23/2025,Flora and Son,3.0,6.0,Borat Subsequent Moviefilm,2020,Midsommar,"Looks fantastic. Should be more bright horror movies, but can definitely see them falling flat easily.",Puss in Boots: The Last Wish,Yes
04/12/2025,Flow,3.0,6.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Miracle on 34th Street,Christmas movies made in the 90s have no need going so hard with the fits,Raging Bull,Yes
04/27/2021,Forrest Gump,4.5,9.0,Bowfinger,1999,Moonlight,"So well made, everything about this on the technical side is one of a kind and gorgeous to watch unfold. I just wish I knew what any of these characters wanted, if that makes sense at all",Rain Man,Yes
12/15/2025,Four Christmases,3.0,6.0,Boxcar Bertha,1972,My Big Fat Greek Wedding,Aunt Voula top 10 character ever written,Rango,Yes
01/06/2026,Frankenstein,3.0,6.0,Boy Kills World,2023,My Neighbor Totoro,I would’ve never thought I would watch a Miyazaki that would rival Porco Rosso,Rear Window,Yes
07/15/2025,Frankie Freako,0.5,1.0,Boyhood,2014,My Neighbors the Yamadas,"Maybe just aged poorly? Feels like a compilation of a cool Instagram account, not a full movie",Rebel Ridge,Yes
01/22/2026,Freaky Tales,3.0,6.0,Braindead,1992,"Mystery, Alaska",Man I wish Alaska was real,Riders of Justice,Yes
05/16/2024,Free Guy,3.0,6.0,Bram Stoker's Dracula,1992,Nazis at the Center of the Earth,PlayStation 2 Hagrid looked better than most CGI in this.,Room,Yes
04/10/2025,Fritz the Cat,3.5,7.0,Brave,2012,Network,"Please find a way to watch this. This script is perfect, every character so convincing in what they believe in no matter how vile it is. More applicable today than ever, just seeing the story of why a group of people feel justified to put their company over peoples’ lives.",Rosemary's Baby,Yes
08/23/2025,From Dusk Till Dawn,1.5,3.0,Brick,2005,Nickel Boys,Not the best of the best picture noms but definitely the most interesting,Rushmore,Yes
08/13/2025,From Up on Poppy Hill,4.0,8.0,Bright,2017,Nosferatu,Freakeratu,Santa Claus Is Comin' to Town,Yes
08/20/2024,Full Metal Jacket,3.5,7.0,Brooklyn,2015,Number 24,Norwegian Adrian Brody does not mess around,Saving Private Ryan,Yes
06/01/2024,Furiosa: A Mad Max Saga,3.5,7.0,Brother Bear,2003,Nurse Sherri,"Plot: 
terrible movie…. Good chase scene ……2nd half of terrible movie",Scary Godmother: Halloween Spooktakular,Yes
04/27/2021,Get Out,4.5,9.0,Brothers,2024,Ocean's Eleven,Lyman Zerga is the greatest fake name in cinematic history,Scream,Yes
06/30/2025,Go,3.0,6.0,Bruce Almighty,2003,Office Space,Little known fact that Milton becomes the Raven from Barry,Se7en,Yes
09/25/2025,God Help the Girl,2.5,5.0,Bubba Ho-tep,2002,Oldboy,Thank you for giving us daredevil hallway scene,Sentimental Value,Yes
06/20/2023,Godzilla vs. Kong,3.5,7.0,Bugonia,2025,Once Upon a Time... in Hollywood,Anora: the even worse ending,Serpico,Yes
04/27/2021,Gone Girl,3.5,7.0,Bullet Train,2022,One Battle After Another,"“Semen Demon” wins joke of the year, Sean Penn wins best weirdo of the year (sorry Aunt Gladys)",Set It Up,Yes
04/27/2021,Good Will Hunting,5.0,10.0,Burn After Reading,2008,Ordinary People,"Nothing but powerhouse performances, a bit melodramatic.",Seven Samurai,Yes
04/27/2021,GoodFellas,4.5,9.0,But I'm a Cheerleader,1999,Over the Garden Wall,"I need more of the pumpkin cult, just a chill town looking to have a good time. Also all my homies hate those girls for hating on Greg’s elephant costume",Sexy Beast,Yes
03/12/2025,Greedy People,3.5,7.0,Buzz Lightyear of Star Command: The Adventure Begins,2000,Paper Moon,"Still thinking about Ms Delight trying to get up the hill. First half is fantastic, what a duo",Shane Gillis: Beautiful Dogs,Yes
12/08/2025,Gremlins,3.5,7.0,CODA,2021,Paths of Glory,"Good to know people in power sucked just as much back then, all in different, terrible ways too",Sherlock Jr.,Yes
04/27/2021,Guardians of the Galaxy,4.0,8.0,Caddyshack,1980,Phantasm,Shoutout the maid for showing up for 3 seconds and not noticing anything weird for 90 minutes,Shiva Baby,Yes
04/27/2021,Guardians of the Galaxy Vol. 2,3.5,7.0,Captain America: Brave New World,2025,Pom Poko,"The densest movie I’ve seen in awhile. So much happens, it’s all over the place, but very creative. Not the funniest ghibli even though it’s a comedy? Also has a near 10/10 scene at the end that I was not ready for. Ghibli has melted my brain again",Shrek,Yes
06/20/2023,Guardians of the Galaxy Vol. 3,4.0,8.0,Captain America: Civil War,2016,Ponyo,80% of the conflict is cause Liam Neeson fish dad has no chill,Shrek 2,Yes
06/12/2023,Guillermo del Toro's Pinocchio,2.0,4.0,Captain America: The First Avenger,2011,Poor Things,Don’t ask me why but this has similarities to Fritz the Cat,Sing Sing,Yes
07/27/2023,Guns Akimbo,1.5,3.0,Captain America: The Winter Soldier,2014,Popstar: Never Stop Never Stopping,When is Tim Meadows gonna complete his trilogy of music mockumenteries with Walk Hard and Popstar? The people need it,Sing Street,Yes
10/28/2025,Halloween,3.5,7.0,Captain Phillips,2013,Porco Rosso,Please don’t make me pick between this and Last Duel for best 1v1 fight,Sisu,Yes
10/30/2025,Halloweentown,2.5,5.0,Cars,2006,Prom Night,I guess they cut all the scenes where Leslie Nielsen makes 50 puns?,Sisu: Road to Revenge,Yes
01/29/2026,Hamnet,3.0,6.0,Cars 2,2011,Punch-Drunk Love,"Basically the US version of Submarine (2010). Also it’s amazing, can’t believe I wasn’t excited to watch it",Smiley Face,Yes
07/29/2025,Happy Gilmore 2,2.5,5.0,Cars 3,2017,Raging Bull,Jail scene is so good you almost feel bad,Snack Shack,Yes
01/26/2026,Harry Potter and the Goblet of Fire,4.0,8.0,Cast Away,2000,Ran,"I got giddy every time Lady Kaede was on screen, she insane",Sorcerer,Yes
08/27/2025,Heat,4.5,9.0,Castle in the Sky,1986,Rear Window,"Grown-ass 250 lb man 0
Camera flash 1 

Also is this pro-creep on your neighbors?🧐",Sovereign,Yes
07/27/2023,Heathers,1.0,2.0,Cats & Dogs,2001,Rebel Ridge,He somehow never killed.. except that one dudes arm,Spider-Man: Across the Spider-Verse,Yes
06/20/2023,Hell or High Water,3.5,7.0,Cha Cha Real Smooth,2022,Red One,Best thing that would come out of this would be a Krampus spin-off movies,Spider-Man: Homecoming,Yes
05/16/2024,Hereditary,4.0,8.0,Chainsaw Man – The Movie: Reze Arc,2025,Room,Wooooh they escaped!! Wait why is this still depressing?,Spider-Man: Into the Spider-Verse,Yes
06/20/2023,High Fidelity,2.5,5.0,Champions,2023,Rosemary's Baby,"1. Rosemary’s only mistake was not instantly leaving when Guy said he enjoyed role playing necrophilia🚩😟
2. I think I enjoy Get Out so much cause I get to see everyone I hate in the movie get brutally beaten to death, tragic it didn’t happen here",Spirited Away,Yes
06/20/2023,History of the World: Part I,2.0,4.0,Charlie and the Chocolate Factory,2005,Safe Men,"Ending is baffling, how do you set up Paul giamatti blowing up cause of pants and not do it?",Split,Yes
08/20/2024,Hit Man,4.0,8.0,Chicken Little,2005,Santa Claus Is Comin' to Town,"“Please, call me Winter”

These goddamn Clauses don’t even get his name right after 60 years",Stand by Me,Yes
10/30/2025,Hocus Pocus,4.0,8.0,Chicken Run,2000,Saturday Night,Willem Defoe is going to get a nom for 3 minutes of screen time one of these years,Storks,Yes
04/27/2021,Home Alone,3.5,7.0,Chiefsaholic: A Wolf in Chiefs Clothing,2024,Save the Green Planet!,Dog named earth not being an alien dropped this half a star,Superbad,Yes
01/19/2025,Honey Boy,4.0,8.0,Children Shouldn't Play with Dead Things,1972,Say Anything...,"First 30 min: wow I haven’t seen a supportive dad in a movie in awhile
Last 30 min: nevermind",Superman,Yes
09/07/2025,Hoodwinked!,2.5,5.0,Children of Men,2006,Scanners,"Main actor can’t go through 2 lines sounding believable, guy is awful. Music is banging though",Tetris,Yes
01/31/2024,Hot Tub Time Machine,3.5,7.0,Chinatown,1974,Scary Godmother: Halloween Spooktakular,"Greatest animated Bowling cutscene ever created. Justice for Skully, made good looking food for greedy-ass Harry to ruin",The Apartment,Yes
11/01/2023,Hotel Transylvania 2,2.5,5.0,Chip 'n Dale: Rescue Rangers,2022,Scream,I know this came out in ‘96 but the poster is Lucy Hale from Pretty Little Liars and I will never be able to unsee it. Also Matthew Lillard should have at least 2 Oscars by now,The Batman,Yes
12/22/2025,How the Grinch Stole Christmas,4.0,8.0,Christmas with the Kranks,2004,Scrooged,"I didn’t know Christmas Carol could be butchered this badly, who knew cranky old Scrooge was so much more likable",The Cat Returns,Yes
07/05/2025,How to Train Your Dragon,3.0,6.0,Chronicle,2012,Se7en,Mannnnn.. I wish I could have seen opening weekend at the theater,The Christmas Tree,Yes
03/20/2024,Howl's Moving Castle,3.5,7.0,Cinderella,2015,Sentimental Value,"Maybe a 4.5 stars, idk yet but I wanna watch this again. The scene with the two sisters🥲, might’ve been the only time I’ve teared up from a 2025 movie",The Conversation,Yes
02/22/2025,Hundreds of Beavers,4.0,8.0,Cinderella,1950,September 5,What’s with the emphasis on ratings during this,The Dark Knight,Yes
07/27/2023,Hunt for the Wilderpeople,3.5,7.0,Citizen Kane,1941,Serpico,"I was excited to see what hat Pacino was gonna pull up in every scene. Can’t believe I waited until this year to watch Lumet’s movies, he’s so goooood",The Descent,Yes
06/20/2023,Hustle,4.0,8.0,City Slickers,1991,Seven Samurai,Woah.. feel like I just watched a full season of a tv show. This got me unbelievably hype to watch Ran next,The Edge of Seventeen,Yes
08/12/2025,I Married a Witch,2.5,5.0,City of God,2002,Sexy Beast,This is how it felt as a kid when my parents’ cousins would stop by,The Elephant Man,Yes
02/25/2025,I'm Still Here,4.0,8.0,Cloudy with a Chance of Meatballs,2009,Sherlock Jr.,"Everyone thank this for inspiring peak movie, Hundreds of Beavers",The Equalizer,Yes
04/06/2025,Ichi the Killer,1.5,3.0,Cloudy with a Chance of Meatballs 2,2013,Shiva Baby,"AAAAAAAAAAAHHHHHHHHHHHHHHHHHH

Scariest horror movie I’ve seen since i don’t know when. Questions about life after college and uncomfortable situations? Giving me PTSD out here",The Fantastic 4: First Steps,Yes
01/23/2026,If I Had Legs I'd Kick You,4.0,8.0,Clue,1985,Shrek Forever After,Feels like a TV special. Also does my boy Puss so wrong,The Fly,Yes
06/20/2023,In Bruges,2.5,5.0,Clueless,1995,Sing Sing,That lady asking if he was acting the whole time during the interview is the most devastating thing I’ve seen since I’m Still Here,The Game,Yes
07/11/2025,In Time,2.5,5.0,Coco,2017,Sinners,Not having the dad come back as Michael B Jordan with white hair is a missed opportunity,The Godfather,Yes
04/27/2021,Incredibles 2,2.5,5.0,Collateral,2004,Sinners,"Same issues I had with this before, all the technical elements do not work for the horror sections. However it’s bumped up half a star cause I forgot how good these performances are",The Green Mile,Yes
07/15/2023,Indiana Jones and the Dial of Destiny,3.0,6.0,Come and See,1985,Sisu: Road to Revenge,"Do not get it twisted, this is a superhero movie",The Incredibles,Yes
04/27/2021,Inglourious Basterds,5.0,10.0,Companion,2025,Small Things Like These,"Most depressing Christmas movie ever made? Takes slow-burn to a whole new level, but Emily Watson steals the show. Sorry Shane😔",The Insider,Yes
05/27/2025,Inside Moves,2.5,5.0,Conan the Barbarian,1982,Smiley Face,"Anna Faris should’ve been nominated and Steve does fuck skulls, can’t change my mind on either",The Intouchables,Yes
04/27/2021,Inside Out,4.0,8.0,Conclave,2024,Smokin' Aces,I diagnose this movie with ADHD,The Killing,Yes
06/16/2024,Inside Out 2,4.5,9.0,Cooties,2014,Snack Shack,Summer coming of age might be the best sub-genre,The King of Comedy,Yes
04/08/2025,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,4.0,8.0,Coraline,2009,Song Sung Blue,"Kate’s nomination will confuse me for the rest of the year🧐 inoffensive, a classic airplane movie (maybe derogatory)",The Last Duel,Yes
05/23/2024,Interstellar,4.5,9.0,Cowboys & Aliens,2011,Sorcerer,Can’t wait to rewatch the rope bridge scene 10 times this week,The Last of the Mohicans,Yes
07/27/2023,Into the Wild,4.0,8.0,"Crazy, Stupid, Love.",2011,Sovereign,Feel good movie of the year😁👍,The Lego Movie,Yes
04/27/2021,Iron Man,4.0,8.0,Creed,2015,Soylent Green,For 30 minutes the plot is a cop that steals shit,The Lord of the Rings: The Fellowship of the Ring,Yes
07/27/2023,Irresistible,3.0,6.0,Curious George,2006,Split,He should’ve been nominated.. too bad M. Night writes his dialogue.,The Lord of the Rings: The Two Towers,Yes
11/04/2025,Isle of Dogs,4.5,9.0,Daddy Day Care,2003,Superman,Wait Superman is supposed to be portrayed like a human??? Thought Snyder told me he was a heartless god,The Martian,Yes
08/07/2025,It's Alive,1.5,3.0,Daisies,1966,Ted 2,Shoutout Matt Wible for having the craziest pick I’ve heard for favorite movie,The Matrix,Yes
06/20/2023,It's Such a Beautiful Day,4.0,8.0,Daredevil,2003,Terror Train,This was butt,The Mitchells vs. the Machines,Yes
10/21/2025,It's What's Inside,3.5,7.0,Date Movie,2006,Tetris,"Behind white boy coming of age movies, product success story movies are my biggest guilty pleasures",The Muppet Christmas Carol,Yes
06/20/2023,Jackie Brown,3.0,6.0,Dawn of the Planet of the Apes,2014,The Apartment,"Definitely not a Christmas movie. Haven’t wanted a character to succeed this much since Rosemary’s Baby, and it happens this time!!",The Muppet Movie,Yes
01/13/2026,Jay Kelly,4.0,8.0,Day Shift,2022,The Beach Boys,"Did really well the show the start of the band up
to Smiley Smile.. why isn’t that part one of a miniseries?",The Naked Gun: From the Files of Police Squad!,Yes
12/17/2024,Jingle All the Way,4.0,8.0,Dazed and Confused,1993,The Cat Returns,"Stop fat shaming Muta, gof forbid a man eats all the food in a kingdom",The Nice Guys,Yes
04/27/2021,Jojo Rabbit,5.0,10.0,Dead Poets Society,1989,The Christmas Tree,"“SEIZE THAT WOMAN”

Greatest terrible Christmas movie ever made",The Nightmare Before Christmas,Yes
04/27/2021,Joker,3.5,7.0,Deadly Weapons,1974,The Conversation,"Mannnnnn what a performance, what a movie. Haven’t seen a movie so patient with the story since Pig with Nick Cage.",The Northman,Yes
12/17/2024,Just Friends,3.0,6.0,Deadpool,2016,The Descent,"These women were actually pretty smart during the movie, except for being stupid enough to  choose to cave dive for VACATION. Never heard of a cold beer in a hot tub?",The Perks of Being a Wallflower,Yes
01/28/2026,KPop Demon Hunters,3.5,7.0,Deadpool & Wolverine,2024,The Edge of Seventeen,Still a sucker for coming of age movies in the big 2026. A little by the book but the relationships are so genuine that it really works,The Player,Yes
08/20/2024,Kiki's Delivery Service,4.0,8.0,Deadpool 2,2018,The Electric State,Bad music acting writing and editing.. but 2 starts for reminding me of fallout,The Prestige,Yes
10/04/2024,Kill Bill: Vol. 2,2.0,4.0,Death Race 2000,1975,The Elephant Man,"John Hurt can barely move and gives the most genuine performance I’ve ever seen, every line got me tearing up.",The Pursuit of Happyness,Yes
11/26/2025,Killer's Kiss,1.5,3.0,Death of a Unicorn,2025,The Equalizer,The 2000s movie of all time made in 2014?? Director must’ve loved Evanescence music videos,The Rapsittie Street Kids: Believe in Santa,Yes
01/15/2024,Killers of the Flower Moon,3.5,7.0,Deepwater Horizon,2016,The Fall Guy,Give stunts an Oscar nomination already,The Rum Diary,Yes
11/30/2021,King Richard,4.5,9.0,Despicable Me,2010,The Fantastic 4: First Steps,Most traumatic childbirth since Quiet Place,The Social Network,Yes
11/05/2025,King of New York,2.5,5.0,Despicable Me 2,2013,The Fly,"If anybody got recommendations for gross movies with fantastic effects please let me know, I can’t get enough. Also how’s he getting all these baboons? He’s buying them like they’re goldfish",The SpongeBob SquarePants Movie,Yes
05/16/2024,Kingdom of the Planet of the Apes,3.5,7.0,Devil,2010,The Fog,I imagine Carpenter is smiling the entire time playing the synthesizer,The Substance,Yes
04/27/2021,Kingsman: The Secret Service,4.0,8.0,Die Hard,1988,The Foot Fist Way,This feels like a Danny McBride side character got a spinoff movie,The Super Mario Bros. Movie,Yes
06/20/2023,Klaus,5.0,10.0,Dinosaur,2000,The Game,Peele gotta make this into a horror remake,The Texas Chain Saw Massacre,Yes
10/03/2025,Klute,2.0,4.0,Django Unchained,2012,The Green Mile,Greatest compliment I can give is that this movie felt shorter than Terror Train (97 minutes),The Thing,Yes
04/27/2021,Knives Out,3.0,6.0,Do the Right Thing,1989,The Hidden,"Kyle MacLachlan is a perfect casting as a weird FBI dude, something about the face. Also officially 1 for 300 on guessing twists",The Trial of the Chicago 7,Yes
12/02/2025,Krampus,1.5,3.0,Doctor Strange,2016,The Incident,45 minutes for character introductions??? Such an interesting concept after having to sludge through the first half,The Warriors,Yes
11/01/2023,Kung Fu Panda,4.0,8.0,Doctor Strange in the Multiverse of Madness,2022,The Incredible Melting Man,"“I got an idea, let’s kill the happy cute old couple and not the creepy photographer”😐 classic 70s",The Wild Robot,Yes
11/24/2023,Kung Fu Panda 2,4.0,8.0,DodgeBall: A True Underdog Story,2004,The Insider,Christopher Plummer’s acting so good he beat out my hate for corporate characters,The Wolf of Wall Street,Yes
01/31/2024,La La Land,4.0,8.0,Dog Day Afternoon,1975,The Jericho Mile,"What a weird start for Mann’s career, guessing he decided he never wanted to see the sun in his movies again after this",The Year Without a Santa Claus,Yes
11/24/2025,Labyrinth,2.0,4.0,Dolemite Is My Name,2019,The Jerk,Wished he pulled apart more churches,There Will Be Blood,Yes
11/30/2021,Lady Bird,3.5,7.0,Don't Look Up,2021,The Last of the Mohicans,A gorgeous shot movie having two random stock video shots of a waterfall is incredible,Thief,Yes
